,Tag,Image Name
460,"['brindle', 'super dalmatian', 'portholes', 'fringing', 'kneecaps']",2005137.jpeg
461,"['harlequin', 'dark']",2005401.jpeg
462,"['dalmatian', 'flame', 'super dalmatian', 'orange']",2006190.jpeg
463,"['dalmatian', 'ink spot']",2632487.jpeg
464,"['dalmatian', 'super dalmatian', 'red']",2697698.jpeg
465,"['harlequin', 'pinstripe', 'yellow', 'drippy']",2645366.jpeg
466,"['tiger', 'yellow']",2566226.jpeg
467,"['dalmatian', 'phantom']",2566213.jpeg
468,"['extreme harlequin', 'halloween']",2697647.jpeg
469,"['harlequin', 'white out', 'drippy']",2697621.jpeg
470,"['dalmatian', 'red']",2697617.jpeg
471,['harlequin'],2697612.jpeg
472,"['pinstripe', 'quad-stripe', 'yellow']",2645320.jpeg
473,['yellow'],2697600.jpeg
474,"['dark', 'phantom']",2697581.jpeg
475,['axanthic'],2697563.jpeg
476,['extreme harlequin'],2580575.jpeg
477,['extreme harlequin'],2580540.jpeg
478,['extreme harlequin'],2580526.jpeg
479,"['dalmatian', 'harlequin', 'dark']",2271143.jpeg
480,"['partial pinstripe', 'dark', 'white tip']",2185145.jpeg
481,"['harlequin', 'cream', 'tri-color']",2461555.jpeg
482,"['harlequin', 'yellow', 'lavender']",2632174.jpeg
483,"['dalmatian', 'phantom', 'red base']",2565918.jpeg
484,['dalmatian'],2580262.jpeg
485,"['lavender', 'dark']",2366580.jpeg
486,"['dalmatian', 'harlequin']",2272150.jpeg
487,['flame'],2024322.jpeg
488,"['dalmatian', 'pinstripe', 'tri-color']",2005659.jpeg
489,"['dalmatian', 'super dalmatian', 'ink spot']",2015061.jpeg
490,"['extreme harlequin', 'harlequin', 'pinstripe', 'dark', 'white wall', 'white tip']",2366574.jpeg
491,"['portholes', 'cream', 'tri-color']",2224184.jpeg
492,"['harlequin', 'quad-stripe', 'tri-color']",2224138.jpeg
493,"['dalmatian', 'tiger', 'red']",2224166.jpeg
494,"['extreme harlequin', 'dark', 'drippy']",2049350.jpeg
495,"['pinstripe', 'lavender', 'dark']",2366525.jpeg
496,"['pinstripe', 'yellow', 'drippy']",2366509.jpeg
497,['harlequin'],2143639.jpeg
498,['harlequin'],2129098.jpeg
499,"['dalmatian', 'harlequin']",1997057.jpeg
500,"['portholes', 'fringing', 'red', 'phantom']",2128895.jpeg
501,"['pinstripe', 'quad-stripe']",2143804.jpeg
502,"['dalmatian', 'harlequin']",2129216.jpeg
503,"['dalmatian', 'harlequin']",2144154.jpeg
504,"['pinstripe', 'cream', 'orange', 'black', 'tri-color']",2443373.jpeg
505,"['dalmatian', 'red', 'phantom']",2218330.jpeg
506,"['harlequin', 'pinstripe', 'fringing', 'yellow']",2015722.jpeg
507,['super dalmatian'],2078322.jpeg
508,"['extreme harlequin', 'harlequin']",2644903.jpeg
509,"['flame', 'harlequin', 'snowflake', 'yellow', 'axanthic']",2461112.jpeg
510,"['pinstripe', 'snowflake', 'cream', 'lavender', 'drippy']",2237019.jpeg
511,"['harlequin', 'pinstripe', 'portholes']",2005068.jpeg
512,['cream'],2217986.jpeg
513,"['flame', 'orange', 'halloween']",2023804.jpeg
514,"['cream', 'tri-color']",2215882.jpeg
515,"['brindle', 'super dalmatian', 'ink spot', 'oil spot']",2469308.jpeg
516,['flame'],2469529.jpeg
517,"['extreme harlequin', 'harlequin']",1689670.jpeg
518,"['quad-stripe', 'tri-color']",2631719.jpeg
519,['harlequin'],2631672.jpeg
520,"['dark', 'drippy']",2631623.jpeg
521,"['flame', 'quad-stripe']",1132805.jpeg
522,['tri-color'],2540345.jpeg
523,"['blonde', 'phantom']",2696633.jpeg
524,"['harlequin', 'quad-stripe', 'white out', 'dark', 'white wall', 'tri-color']",2540313.jpeg
525,"['harlequin', 'quad-stripe', 'white out', 'dark']",2540308.jpeg
526,"['tiger', 'creamsicle']",1572486.jpeg
527,"['extreme harlequin', 'harlequin', 'tri-color']",2696558.jpeg
528,"['lilly white', 'red base']",1675707.jpeg
529,"['lilly white', 'red base']",1675700.jpeg
530,"['pinstripe', 'lavender', 'dark']",2370915.jpeg
531,"['extreme harlequin', 'tri-color']",2211313.jpeg
532,"['dalmatian', 'harlequin']",1767025.jpeg
533,['extreme harlequin'],2696396.jpeg
534,"['harlequin', 'partial pinstripe']",1235611.jpeg
535,['harlequin'],2340059.jpeg
536,['quad-stripe'],2579272.jpeg
537,"['harlequin', 'yellow', 'drippy']",2644536.jpeg
538,['harlequin'],2340009.jpeg
539,"['harlequin', 'cream', 'orange']",2696321.jpeg
540,['harlequin'],1132948.jpeg
541,['harlequin'],2425810.jpeg
542,"['brindle', 'kneecaps', 'orange']",2631172.jpeg
543,['axanthic'],2516398.jpeg
544,['harlequin'],2477885.jpeg
545,['harlequin'],2477865.jpeg
546,['harlequin'],2477858.jpeg
547,"['brindle', 'harlequin']",2477867.jpeg
548,"['dalmatian', 'yellow']",2631135.jpeg
549,"['extreme harlequin', 'harlequin', 'orange', 'dark', 'white wall', 'tri-color']",2696276.jpeg
550,"['partial pinstripe', 'quad-stripe']",2631109.jpeg
551,"['pinstripe', 'quad-stripe']",2631103.jpeg
552,"['harlequin', 'pinstripe', 'yellow']",2696225.jpeg
553,['quad-stripe'],2631098.jpeg
554,['tri-color'],2696218.jpeg
555,"['pinstripe', 'quad-stripe', 'red']",2631087.jpeg
556,"['lilly white', 'axanthic']",2516270.jpeg
557,"['pinstripe', 'quad-stripe']",2631083.jpeg
558,"['pinstripe', 'lavender']",1654286.jpeg
559,['dalmatian'],2631078.jpeg
560,"['extreme harlequin', 'cream', 'drippy']",2631061.jpeg
561,"['extreme harlequin', 'dark']",2696133.jpeg
562,"['dalmatian', 'tiger', 'phantom']",2650429.jpeg
563,"['dalmatian', 'flame', 'het phantom', 'tiger', 'red']",2650428.jpeg
564,"['pinstripe', 'white out']",2650425.jpeg
565,"['harlequin', 'lavender']",2696072.jpeg
566,"['harlequin', 'lavender']",2696059.jpeg
567,"['pinstripe', 'red base']",2564861.jpeg
568,['creamsicle'],2564841.jpeg
569,"['pinstripe', 'quad-stripe', 'dark']",2644398.jpeg
570,"['lilly white', 'phantom']",2564833.jpeg
571,['dalmatian'],2695990.jpeg
572,"['dalmatian', 'flame']",2695977.jpeg
573,['dalmatian'],2564800.jpeg
574,"['pinstripe', 'white wall', 'tri-color', 'drippy']",1992655.jpeg
575,"['portholes', 'red']",2564790.jpeg
576,"['portholes', 'red']",2564776.jpeg
577,"['harlequin', 'lavender']",2564765.jpeg
578,"['dalmatian', 'flame']",2695958.jpeg
579,"['dalmatian', 'pinstripe', 'dark', 'tri-color']",2630893.jpeg
580,"['pinstripe', 'tri-color']",2695927.jpeg
581,['tri-color'],2695922.jpeg
582,['tri-color'],2695915.jpeg
583,['tri-color'],2695913.jpeg
584,"['extreme harlequin', 'tri-color']",2516001.jpeg
585,"['partial pinstripe', 'quad-stripe', 'yellow']",2644295.jpeg
586,"['white wall', 'tri-color', 'drippy']",1871625.jpeg
587,['axanthic'],2515958.jpeg
588,"['extreme harlequin', 'harlequin', 'red base']",2595507.jpeg
589,"['lilly white', 'axanthic']",2695763.jpeg
590,"['black', 'dark']",2595427.jpeg
591,"['dalmatian', 'partial pinstripe', 'portholes', 'buckskin', 'tri-color', 'phantom']",2695650.jpeg
592,"['dalmatian', 'partial pinstripe', 'cream', 'yellow']",2327619.jpeg
593,"['red', 'soft scale', 'phantom']",2370345.jpeg
594,"['tiger', 'white wall', 'soft scale', 'phantom']",2370339.jpeg
595,"['dalmatian', 'red', 'soft scale', 'phantom']",2370331.jpeg
596,"['pinstripe', 'phantom']",2370328.jpeg
597,"['pinstripe', 'red']",2370326.jpeg
598,"['white out', 'black', 'lavender']",2370324.jpeg
599,"['black', 'lavender', 'white wall', 'empty back', 'super stripe']",2370321.jpeg
600,"['dalmatian', 'pinstripe', 'tiger', 'soft scale', 'phantom']",2370318.jpeg
601,"['dalmatian', 'red spot', 'red', 'phantom', 'red base']",2370315.jpeg
602,"['brindle', 'dalmatian', 'dark']",2564363.jpeg
603,"['extreme harlequin', 'snowflake', 'red base']",2309550.jpeg
604,"['portholes', 'red base']",2309533.jpeg
605,"['harlequin', 'red base']",2309526.jpeg
606,"['harlequin', 'tri-color']",2695505.jpeg
607,"['extreme harlequin', 'drippy', 'red base']",2578825.jpeg
608,['partial pinstripe'],2290379.jpeg
609,"['quad-stripe', 'yellow']",2630551.jpeg
610,"['dalmatian', 'yellow']",2330829.jpeg
611,"['harlequin', 'kneecaps', 'white wall', 'tri-color', 'drippy', 'white tip']",2435800.jpeg
612,"['pinstripe', 'reverse pinstripe', 'yellow', 'white tip', 'phantom']",2388442.jpeg
613,"['harlequin', 'partial pinstripe', 'pinstripe', 'portholes', 'red base']",2042643.jpeg
614,"['tiger', 'portholes']",2042638.jpeg
615,"['quad-stripe', 'mocha']",1190032.jpeg
616,"['portholes', 'red', 'phantom']",2630504.jpeg
617,"['dalmatian', 'empty back', 'phantom']",2493005.jpeg
618,"['dalmatian', 'yellow', 'empty back', 'phantom']",2493011.jpeg
619,"['tiger', 'yellow', 'patternless']",2042634.jpeg
620,"['super dalmatian', 'red spot', 'red base']",2459689.jpeg
621,"['harlequin', 'snowflake', 'kneecaps', 'crowned', 'white wall', 'tri-color', 'drippy', 'white tip']",2390359.jpeg
622,['dalmatian'],2695417.jpeg
623,"['pinstripe', 'orange', 'tri-color']",2695406.jpeg
624,"['harlequin', 'partial pinstripe', 'orange']",2695394.jpeg
625,"['dalmatian', 'red spot', 'red base']",2695388.jpeg
626,"['harlequin', 'pinstripe', 'lavender']",2695387.jpeg
627,['flame'],2695385.jpeg
628,"['partial pinstripe', 'pinstripe', 'kneecaps', 'tri-color']",2414210.jpeg
629,['harlequin'],2695368.jpeg
630,"['dalmatian', 'partial pinstripe', 'pinstripe', 'crowned', 'cream', 'dark']",2630422.jpeg
631,"['harlequin', 'crowned', 'white wall', 'tri-color', 'drippy']",2321441.jpeg
632,"['harlequin', 'white wall', 'tri-color', 'pos drippy', 'white tip']",2297199.jpeg
633,"['brindle', 'lilly white', 'phantom']",2216361.jpeg
634,['harlequin'],2236948.jpeg
635,"['flame', 'pinstripe', 'tri-color']",2005187.jpeg
636,"['dalmatian', 'harlequin']",2214404.jpeg
637,"['red spot', 'red', 'red base']",2016523.jpeg
638,['harlequin'],1634750.jpeg
639,"['super dalmatian', 'dark', 'tri-color']",2003502.jpeg
640,"['pinstripe', 'quad-stripe']",1683912.jpeg
641,"['harlequin', 'fringing', 'kneecaps', 'crowned', 'white wall', 'tri-color', 'drippy', 'white tip']",2403441.jpeg
642,"['dalmatian', 'super dalmatian', 'ink spot']",2673141.jpeg
643,"['dalmatian', 'partial pinstripe', 'orange']",2290239.jpeg
644,"['harlequin', 'partial pinstripe', 'pin-dashed', 'pinstripe', 'portholes']",2042594.jpeg
645,"['quad-stripe', 'lavender']",2630383.jpeg
646,"['dalmatian', 'partial pinstripe']",2290219.jpeg
647,['black'],2473346.jpeg
648,"['dalmatian', 'partial pinstripe', 'red']",2290212.jpeg
649,"['pinstripe', 'reverse pinstripe', 'crowned', 'yellow', 'white wall', 'drippy']",2297211.jpeg
650,['harlequin'],2595108.jpeg
651,"['pinstripe', 'quad-stripe']",2290200.jpeg
652,"['dalmatian', 'red']",2290190.jpeg
653,"['harlequin', 'partial pinstripe', 'cream', 'red base']",2695169.jpeg
654,"['white out', 'red', 'drippy']",2649681.jpeg
655,"['pinstripe', 'white wall', 'drippy']",2695137.jpeg
656,['tri-color'],2630298.jpeg
657,"['portholes', 'kneecaps']",2695094.jpeg
658,['flame'],2005307.jpeg
659,"['pinstripe', 'tri-color']",2023764.jpeg
660,"['dalmatian', 'flame', 'super dalmatian', 'lavender', 'bi-color']",2246747.jpeg
661,"['pinstripe', 'portholes', 'dark']",2021309.jpeg
662,['partial pinstripe'],2673202.jpeg
663,"['extreme harlequin', 'pin-dashed', 'fringing', 'kneecaps', 'red', 'yellow', 'phantom']",2004761.jpeg
664,"['pinstripe', 'lavender', 'drippy']",2515160.jpeg
665,"['pinstripe', 'tri-color', 'drippy']",2515139.jpeg
666,"['harlequin', 'kneecaps', 'crowned', 'white wall', 'tri-color', 'drippy', 'white tip']",2273649.jpeg
667,['dalmatian'],2695005.jpeg
668,"['pinstripe', 'lavender', 'tri-color']",2515134.jpeg
669,"['harlequin', 'snowflake', 'fringing', 'kneecaps', 'crowned', 'red', 'drippy', 'white tip']",2352699.jpeg
670,"['harlequin', 'halloween']",2515120.jpeg
671,['harlequin'],2019875.jpeg
672,"['harlequin', 'pinstripe', 'portholes', 'tri-color']",2246726.jpeg
673,"['harlequin', 'tri-color']",1684022.jpeg
674,"['tri-color', 'halloween', 'phantom']",1641206.jpeg
675,"['dalmatian', 'super dalmatian', 'ink spot']",2217659.jpeg
676,"['dalmatian', 'mocha', 'phantom']",1684144.jpeg
677,"['portholes', 'phantom']",2216252.jpeg
678,['tri-color'],2670421.jpeg
679,"['extreme harlequin', 'harlequin', 'blonde']",2694968.jpeg
680,"['harlequin', 'halloween']",2670280.jpeg
681,"['dalmatian', 'super dalmatian', 'ink spot']",2279825.jpeg
682,"['pinstripe', 'quad-stripe', 'yellow']",2694946.jpeg
683,"['pinstripe', 'white wall', 'tri-color']",2279788.jpeg
684,"['pinstripe', 'orange', 'yellow', 'drippy']",2643728.jpeg
685,"['harlequin', 'cream', 'black', 'dark']",2594557.jpeg
686,"['dalmatian', 'extreme harlequin', 'cream', 'red base']",2694814.jpeg
687,"['lilly white', 'het super stripe', 'phantom']",2289886.jpeg
688,"['cream', 'red']",2221293.jpeg
689,"['harlequin', 'cream', 'dark']",2563471.jpeg
690,['extreme harlequin'],2469454.jpeg
691,"['brindle', 'dalmatian']",2449684.jpeg
692,"['extreme harlequin', 'harlequin', 'pinstripe', 'solid back']",2281660.jpeg
693,"['red', 'phantom']",2670248.jpeg
694,['axanthic'],2594396.jpeg
695,"['dalmatian', 'super dalmatian', 'red spot']",2694638.jpeg
696,"['dalmatian', 'super dalmatian', 'red spot']",2694627.jpeg
697,"['dalmatian', 'super dalmatian', 'red spot']",2694608.jpeg
698,"['dalmatian', 'super dalmatian', 'red spot']",2694586.jpeg
699,"['harlequin', 'partial pinstripe', 'pinstripe', 'portholes', 'black']",2042209.jpeg
700,"['dalmatian', 'super dalmatian', 'red spot']",2694416.jpeg
701,['phantom'],2629754.jpeg
702,"['dalmatian', 'harlequin', 'partial pinstripe']",2042063.jpeg
703,"['dalmatian', 'harlequin']",2694335.jpeg
704,"['portholes', 'phantom']",2629714.jpeg
705,"['dalmatian', 'super dalmatian', 'red spot']",2694328.jpeg
706,['dalmatian'],2311121.jpeg
707,"['super dalmatian', 'red spot', 'portholes', 'fringing', 'red']",2003338.jpeg
708,"['dalmatian', 'super dalmatian', 'ink spot']",2669897.jpeg
709,['tri-color'],2670080.jpeg
710,['super dalmatian'],2118379.jpeg
711,['flame'],2670058.jpeg
712,"['harlequin', 'cream']",2670007.jpeg
713,['red'],2594106.jpeg
714,"['extreme harlequin', 'snowflake', 'lavender', 'blonde', 'drippy']",2232693.jpeg
715,"['dalmatian', 'extreme harlequin', 'harlequin', 'pinstripe', 'red']",2694098.jpeg
716,['harlequin'],2289500.jpeg
717,"['extreme harlequin', 'harlequin', 'red', 'red base']",2311985.jpeg
718,['patternless'],2694078.jpeg
719,"['extreme harlequin', 'harlequin', 'snowflake', 'lavender', 'blonde']",2309033.jpeg
720,"['dalmatian', 'harlequin']",2694059.jpeg
721,"['dalmatian', 'patternless']",2694056.jpeg
722,"['extreme harlequin', 'cream']",2694046.jpeg
723,"['harlequin', 'yellow']",2693931.jpeg
724,"['reverse pinstripe', 'het axanthic', 'phantom']",2469359.jpeg
725,"['reverse pinstripe', 'het axanthic', 'phantom']",2469419.jpeg
726,"['red spot', 'portholes', 'red', 'red base']",2469444.jpeg
727,"['harlequin', 'pinstripe', 'yellow']",1900602.jpeg
728,"['flame', 'portholes', 'fringing']",2003387.jpeg
729,"['mocha', 'phantom']",2021518.jpeg
730,"['extreme harlequin', 'harlequin', 'cream', 'yellow']",1641190.jpeg
731,['harlequin'],1474145.jpeg
732,"['dark', 'halloween']",2675939.jpeg
733,['harlequin'],2677183.jpeg
734,['red'],2677258.jpeg
735,"['brindle', 'portholes', 'fringing', 'yellow', 'olive']",2693862.jpeg
736,['harlequin'],2458411.jpeg
737,['quad-stripe'],1190758.jpeg
738,['drippy'],2562485.jpeg
739,"['pinstripe', 'halloween']",2514028.jpeg
740,"['harlequin', 'halloween']",2514020.jpeg
741,['harlequin'],2514018.jpeg
742,['dalmatian'],2514003.jpeg
743,"['harlequin', 'cream', 'orange']",2562452.jpeg
744,"['dalmatian', 'pos red', 'phantom']",2562449.jpeg
745,"['extreme harlequin', 'harlequin', 'pin-dashed', 'snowflake', 'portholes', 'fringing', 'kneecaps', 'lavender']",2329656.jpeg
746,"['harlequin', 'orange']",2472274.jpeg
747,"['flame', 'partial pinstripe']",2041552.jpeg
748,"['extreme harlequin', 'pin-dashed', 'dark']",2629159.jpeg
749,"['harlequin', 'partial pinstripe', 'pin-dashed', 'pinstripe', 'phantom']",2041542.jpeg
750,"['pos portholes', 'dark', 'patternless']",2041521.jpeg
751,"['harlequin', 'partial pinstripe']",2041488.jpeg
752,"['harlequin', 'partial pinstripe', 'portholes']",2041493.jpeg
753,"['dalmatian', 'harlequin', 'phantom']",2041516.jpeg
754,"['dalmatian', 'tiger', 'yellow', 'phantom']",2041512.jpeg
755,"['harlequin', 'partial pinstripe', 'pin-dashed']",2041498.jpeg
756,"['harlequin', 'pinstripe', 'portholes']",2041501.jpeg
757,['harlequin'],2041507.jpeg
758,"['brindle', 'orange']",2608089.jpeg
759,['harlequin'],2329490.jpeg
760,['harlequin'],2329480.jpeg
761,"['brindle', 'harlequin', 'cream', 'red']",2402018.jpeg
762,"['harlequin', 'halloween']",2693456.jpeg
763,"['harlequin', 'partial pinstripe', 'cream', 'dark']",2000370.jpeg
764,"['super dalmatian', 'red spot']",2562212.jpeg
765,"['dalmatian', 'harlequin', 'dark']",2562181.jpeg
766,"['dalmatian', 'pos super dalmatian', 'ink spot', 'red']",2250612.jpeg
767,['harlequin'],2693257.jpeg
768,['harlequin'],2693258.jpeg
769,['harlequin'],2693260.jpeg
770,['flame'],2693261.jpeg
771,['flame'],2693262.jpeg
772,['flame'],2693263.jpeg
773,"['brindle', 'flame']",2693264.jpeg
774,"['harlequin', 'partial pinstripe', 'quad-stripe', 'tri-color']",1189976.jpeg
775,['brindle'],2693265.jpeg
776,['flame'],2693263.jpeg
777,"['brindle', 'flame']",2693264.jpeg
778,"['harlequin', 'partial pinstripe', 'quad-stripe', 'tri-color']",1189976.jpeg
779,['brindle'],2693265.jpeg
780,['brindle'],2693266.jpeg
781,"['flame', 'harlequin']",2693267.jpeg
782,"['flame', 'harlequin']",2693270.jpeg
783,['harlequin'],2693269.jpeg
784,"['flame', 'harlequin']",2693271.jpeg
785,"['dalmatian', 'pinstripe', 'orange']",2472003.jpeg
786,['harlequin'],2693268.jpeg
787,['partial pinstripe'],2693259.jpeg
788,"['brindle', 'flame']",2693272.jpeg
789,"['super dalmatian', 'ink spot']",2359642.jpeg
790,"['extreme harlequin', 'orange', 'dark']",2479385.jpeg
791,"['extreme harlequin', 'orange', 'dark']",2479389.jpeg
792,"['extreme harlequin', 'orange', 'dark']",2479381.jpeg
793,"['dalmatian', 'super dalmatian', 'red spot']",2497706.jpeg
794,"['dalmatian', 'super dalmatian', 'red spot']",2497715.jpeg
795,"['dalmatian', 'super dalmatian', 'pos super dalmatian', 'red spot']",2146836.jpeg
796,['super dalmatian'],2467156.jpeg
797,"['dalmatian', 'flame', 'dark']",2017092.jpeg
798,['harlequin'],2218157.jpeg
799,"['extreme harlequin', 'harlequin', 'yellow']",2016582.jpeg
800,"['extreme harlequin', 'harlequin', 'cream', 'yellow']",2005000.jpeg
801,"['orange', 'halloween']",2469499.jpeg
802,['halloween'],2595647.jpeg
803,['halloween'],2218089.jpeg
804,['flame'],2019318.jpeg
805,"['pinstripe', 'tri-color']",2017251.jpeg
806,"['red', 'phantom']",2595503.jpeg
807,"['brindle', 'super dalmatian', 'tiger', 'ink spot', 'portholes']",1890807.jpeg
808,"['dark', 'halloween']",2670033.jpeg
809,['halloween'],2675605.jpeg
810,"['harlequin', 'pinstripe', 'pos quad-stripe', 'cream', 'black', 'dark']",2693097.jpeg
811,['harlequin'],2288747.jpeg
812,"['dalmatian', 'red']",2457760.jpeg
813,"['harlequin', 'pinstripe', 'red']",2329129.jpeg
814,['red'],2561863.jpeg
815,"['portholes', 'red']",2561854.jpeg
816,"['harlequin', 'portholes']",2250273.jpeg
817,"['dalmatian', 'super dalmatian', 'ink spot']",2329106.jpeg
818,"['extreme harlequin', 'red']",2561840.jpeg
819,"['snowflake', 'tri-color', 'drippy']",2692880.jpeg
820,"['brindle', 'pinstripe', 'quad-stripe']",2692851.jpeg
821,"['brindle', 'pinstripe', 'quad-stripe']",2692829.jpeg
822,"['pinstripe', 'quad-stripe', 'creamsicle']",2692815.jpeg
823,"['brindle', 'reverse pinstripe', 'empty back', 'phantom']",2692810.jpeg
824,"['brindle', 'reverse pinstripe', 'portholes', 'empty back', 'phantom']",2692804.jpeg
825,"['extreme harlequin', 'harlequin', 'partial pinstripe', 'dark', 'tri-color']",2692791.jpeg
826,['phantom'],2692781.jpeg
827,"['brindle', 'dalmatian', 'reverse pinstripe', 'empty back', 'phantom']",2692758.jpeg
