,Color,Traits,Image Name
436,['red'],['tri-color'],2249499.jpeg
437,['red'],"['flame', 'harlequin', 'partial pinstripe', 'fringing', 'kneecaps', 'empty back']",2691826.jpeg
438,['red'],"['brindle', 'dalmatian', 'oil spot', 'red spot', 'portholes', 'fringing', 'phantom']",2691812.jpeg
439,['cream'],['extreme harlequin'],2691754.jpeg
440,['dark'],['dalmatian'],2182439.jpeg
441,['dark'],"['harlequin', 'normal']",2142221.jpeg
442,['red'],"['extreme harlequin', 'harlequin', 'tri-color']",2142082.jpeg
443,['dark'],['harlequin'],2021485.jpeg
444,['red'],['flame'],2023639.jpeg
445,['red'],['phantom'],2216119.jpeg
446,['dark'],"['mocha', 'phantom']",2022781.jpeg
447,['red'],[],2449885.jpeg
448,"['cream', 'red']","['pinstripe', 'white out', 'creamsicle', 'cold fusion']",2492328.jpeg
449,['dark'],"['super dalmatian', 'white out', 'portholes', 'soft scale', 'phantom']",2439314.jpeg
450,['red'],"['harlequin', 'tiger']",2337438.jpeg
451,['yellow'],"['harlequin', 'partial pinstripe']",2367621.jpeg
452,"['dark', 'red']","['partial pinstripe', 'pinstripe']",2241071.jpeg
453,['red'],['kneecaps'],2691593.jpeg
454,['red'],['dalmatian'],2439178.jpeg
455,['red'],['harlequin'],2185791.jpeg
456,['dark'],[],2691504.jpeg
457,['red'],"['dalmatian', 'phantom']",2691472.jpeg
458,['lavender'],"['harlequin', 'pin-dashed', 'tri-color']",2176440.jpeg
459,['dark'],"['dalmatian', 'pinstripe']",2307139.jpeg
460,['dark'],['dalmatian'],1922611.jpeg
461,['dark'],"['harlequin', 'pinstripe']",2184940.jpeg
462,['dark'],"['extreme harlequin', 'partial pinstripe', 'furred']",1950443.jpeg
463,"['cream', 'red']","['extreme harlequin', 'pinstripe']",2402160.jpeg
464,['red'],['harlequin'],2274949.jpeg
465,['lavender'],['harlequin'],2387759.jpeg
466,['red'],"['fringing', 'kneecaps', 'tri-color']",2468430.jpeg
467,['lavender'],['harlequin'],2411847.jpeg
468,['dark'],"['harlequin', 'tri-color']",2510391.jpeg
469,['red'],['dalmatian'],2456494.jpeg
470,['dark'],[],2308372.jpeg
471,['red'],['harlequin'],2522861.jpeg
472,['yellow'],['pinstripe'],2512990.jpeg
473,['red'],"['dalmatian', 'super dalmatian', 'red spot']",2510741.jpeg
474,['yellow'],"['dalmatian', 'tiger', 'ink spot']",2510451.jpeg
475,['red'],"['harlequin', 'portholes', 'tangerine']",2502294.jpeg
476,['red'],"['harlequin', 'partial pinstripe']",2501970.jpeg
477,"['dark', 'red']","['pinstripe', 'tailless']",2477071.jpeg
478,['red'],[],2471066.jpeg
479,['red'],['dalmatian'],2466820.jpeg
480,['dark'],['harlequin'],2466931.jpeg
481,['lavender'],['harlequin'],2460988.jpeg
482,"['cream', 'yellow']",[],2457223.jpeg
483,['dark'],['harlequin'],2388532.jpeg
484,['red'],['dalmatian'],2318109.jpeg
485,"['cream', 'yellow']",['dalmatian'],2253334.jpeg
486,['red'],"['dalmatian', 'super dalmatian', 'ink spot', 'cluster spots']",2206812.jpeg
487,['dark'],['pinstripe'],2189095.jpeg
488,"['dark', 'red']",['harlequin'],2180251.jpeg
489,['yellow'],['harlequin'],636243.jpeg
490,['red'],"['harlequin', 'tri-color']",1622653.jpeg
491,"['cream', 'red', 'yellow']",['pinstripe'],1186462.jpeg
492,['red'],['dalmatian'],1995171.jpeg
493,['red'],['pinstripe'],1221056.jpeg
494,"['cream', 'red']","['extreme harlequin', 'drippy']",1861638.jpeg
495,['red'],"['flame', 'portholes']",1920484.jpeg
496,['dark'],"['pinstripe', 'quad-stripe']",2055710.jpeg
497,['red'],"['harlequin', 'portholes']",2015527.jpeg
498,['lavender'],['harlequin'],1970831.jpeg
499,['dark'],['harlequin'],1970435.jpeg
500,['cream'],[],2111735.jpeg
501,['yellow'],"['pinstripe', 'reverse pinstripe']",2134619.jpeg
502,['lavender'],['harlequin'],1611580.jpeg
503,['dark'],"['harlequin', 'tailless', 'tipped crests', 'tri-color']",1600664.jpeg
504,['dark'],['pinstripe'],1188527.jpeg
505,['yellow'],['dalmatian'],1971198.jpeg
506,['lavender'],"['pinstripe', 'quad-stripe']",1222377.jpeg
507,['yellow'],"['extreme harlequin', 'tri-color']",1412354.jpeg
508,['cream'],['pinstripe'],1219616.jpeg
509,['dark'],['harlequin'],1371929.jpeg
510,['cream'],"['dalmatian', 'quad-stripe', 'portholes']",1809332.jpeg
511,['red'],"['dalmatian', 'ink spot', 'red spot']",1849938.jpeg
512,['red'],['phantom'],2108894.jpeg
513,"['cream', 'red', 'yellow']","['tiger', 'white wall', 'creamsicle']",1127768.jpeg
514,['red'],['portholes'],2153970.jpeg
515,['red'],['partial pinstripe'],1219660.jpeg
516,['dark'],"['harlequin', 'pinstripe']",1702095.jpeg
517,['lavender'],[],1467037.jpeg
518,['red'],"['bold stripe tigers', 'dalmatian', 'super dalmatian', 'tiger']",2057419.jpeg
519,['red'],['ink spot'],2112991.jpeg
520,['red'],['harlequin'],1924489.jpeg
521,['cream'],['pinstripe'],1224032.jpeg
522,"['cream', 'lavender']","['extreme harlequin', 'harlequin']",1913470.jpeg
523,['cream'],"['pinstripe', 'quad-stripe']",1222297.jpeg
524,['yellow'],['brindle'],1078107.jpeg
525,"['cream', 'dark']","['harlequin', 'pos solid back', 'tri-color']",2458452.jpeg
526,['red'],"['lilly white', 'phantom']",2012445.jpeg
527,['red'],['harlequin'],2506258.jpeg
528,['red'],"['dalmatian', 'harlequin']",1763552.jpeg
529,['yellow'],"['harlequin', 'tailless']",1108728.jpeg
530,['dark'],['pinstripe'],1613193.jpeg
531,['yellow'],['harlequin'],845100.jpeg
532,['red'],"['extreme harlequin', 'drippy']",1163354.jpeg
533,['red'],"['dalmatian', 'peppered', 'super dalmatian', 'red spot']",2131284.jpeg
534,['dark'],['harlequin'],1618798.jpeg
535,['lavender'],"['harlequin', 'white tip']",992460.jpeg
536,['red'],"['harlequin', 'pinstripe']",1729798.jpeg
537,['red'],"['extreme harlequin', 'harlequin', 'tri-color']",1400325.jpeg
538,['red'],['tri-color'],2111766.jpeg
539,['red'],"['crowned', 'bi-color']",2015543.jpeg
540,['dark'],"['extreme harlequin', 'harlequin', 'pinstripe', 'tipped crests']",1819068.jpeg
541,['cream'],['harlequin'],950977.jpeg
542,['red'],['lilly white'],2342499.jpeg
543,['lavender'],"['het phantom', 'pinstripe', 'quad-stripe', 'kneecaps']",2058773.jpeg
544,['yellow'],"['dalmatian', 'extreme harlequin']",2321535.jpeg
545,['red'],['portholes'],2206540.jpeg
546,"['cream', 'red']","['extreme harlequin', 'pinstripe', 'bi-color']",2342564.jpeg
547,['lavender'],['harlequin'],2381254.jpeg
548,['red'],['lilly white'],2319550.jpeg
549,"['cream', 'dark']",['pos dalmatian'],2362706.jpeg
550,['yellow'],['super dalmatian'],1401586.jpeg
551,['dark'],"['portholes', 'fringing', 'blushing', 'tri-color']",1163526.jpeg
552,['yellow'],['dalmatian'],2353199.jpeg
553,['red'],"['dalmatian', 'red spot']",2275721.jpeg
554,['yellow'],[],2216677.jpeg
555,['red'],[],1944361.jpeg
556,['yellow'],"['extreme harlequin', 'harlequin', 'portholes']",1636378.jpeg
557,['red'],"['lilly white', 'phantom']",2336570.jpeg
558,['dark'],"['brindle', 'tiger', 'portholes']",2278321.jpeg
559,['dark'],[],2253470.jpeg
560,['lavender'],"['harlequin', 'partial pinstripe', 'kneecaps']",2059659.jpeg
561,"['cream', 'red']","['extreme harlequin', 'harlequin', 'drippy']",1185642.jpeg
562,['yellow'],"['dalmatian', 'phantom']",2326560.jpeg
563,['yellow'],"['tiger', 'phantom']",1459011.jpeg
564,['dark'],"['harlequin', 'pinstripe']",2340028.jpeg
565,"['dark', 'red']","['extreme harlequin', 'harlequin']",2180230.jpeg
566,"['cream', 'dark']","['dalmatian', 'red spot']",2345417.jpeg
567,['red'],['dalmatian'],2308382.jpeg
568,"['dark', 'red']",['harlequin'],2180379.jpeg
569,['lavender'],"['harlequin', 'partial pinstripe', 'kneecaps', 'tri-color']",2053931.jpeg
570,['red'],"['dalmatian', 'pinstripe', 'portholes', 'empty back', 'phantom']",2369961.jpeg
571,['yellow'],"['reverse pinstripe', 'phantom']",2343781.jpeg
572,"['cream', 'dark', 'red']","['dalmatian', 'harlequin']",2321423.jpeg
573,['cream'],"['dalmatian', 'quad-stripe', 'portholes']",1809334.jpeg
574,['dark'],"['dalmatian', 'tiger']",1957176.jpeg
575,"['lavender', 'red']","['harlequin', 'partial pinstripe']",2379653.jpeg
576,['lavender'],['tri-color'],2285432.jpeg
577,['red'],"['quad-stripe', 'drippy']",1587511.jpeg
578,['red'],"['dalmatian', 'red spot', 'cluster spots']",2206527.jpeg
579,['yellow'],['tri-color'],2264924.jpeg
580,['yellow'],"['brindle', 'phantom']",2475511.jpeg
581,['red'],"['portholes', 'phantom', 'patternless']",2339947.jpeg
582,['red'],"['partial pinstripe', 'lilly white', 'phantom']",2317217.jpeg
583,['red'],['harlequin'],2336575.jpeg
584,['yellow'],[],2281076.jpeg
585,['red'],"['extreme harlequin', 'pinstripe']",2338481.jpeg
586,['red'],"['dalmatian', 'super dalmatian', 'ink spot', 'red spot']",2331632.jpeg
587,['yellow'],"['dalmatian', 'empty back', 'phantom']",2356274.jpeg
588,"['cream', 'red']",[],2331304.jpeg
589,['red'],['harlequin'],2185446.jpeg
590,['dark'],['pinstripe'],2370934.jpeg
591,"['cream', 'lavender']","['pos extreme harlequin', 'harlequin', 'drippy']",2203202.jpeg
592,['red'],"['pinstripe', 'tri-color']",2361835.jpeg
593,"['cream', 'red']","['harlequin', 'tailless', 'blushing']",2381000.jpeg
594,['red'],['dalmatian'],2362727.jpeg
595,['red'],[],2438241.jpeg
596,['red'],['tri-color'],2176094.jpeg
597,['dark'],['pinstripe'],2216369.jpeg
598,['cream'],['dalmatian'],2332702.jpeg
599,['lavender'],['harlequin'],2326586.jpeg
600,['cream'],[],2218640.jpeg
601,['red'],['flame'],2457915.jpeg
602,['red'],"['dalmatian', 'harlequin']",2234786.jpeg
603,['dark'],['harlequin'],2185398.jpeg
604,['yellow'],['tri-color'],2361797.jpeg
605,['dark'],['harlequin'],2074753.jpeg
606,['red'],"['extreme harlequin', 'pinstripe']",2507828.jpeg
607,['lavender'],['harlequin'],2494941.jpeg
608,['red'],['portholes'],2502027.jpeg
609,"['cream', 'dark']",[],2185438.jpeg
610,['red'],['tri-color'],2332841.jpeg
611,['dark'],['extreme harlequin'],2271111.jpeg
612,['red'],['phantom'],2490381.jpeg
613,['cream'],['brindle'],2291133.jpeg
614,['yellow'],['quad-stripe'],2451150.jpeg
615,"['cream', 'red']",['pinstripe'],2488766.jpeg
616,['red'],['tiger'],2312599.jpeg
617,['dark'],"['harlequin', 'pinstripe']",2431228.jpeg
618,['red'],[],2421620.jpeg
619,['lavender'],['pinstripe'],2391633.jpeg
620,['red'],"['tailless', 'portholes', 'soft scale', 'phantom']",2402068.jpeg
621,['dark'],"['flame', 'het phantom']",2363380.jpeg
622,['red'],['harlequin'],2338059.jpeg
623,"['dark', 'lavender']",['harlequin'],2206590.jpeg
624,['dark'],['harlequin'],2442054.jpeg
625,['dark'],[],2218349.jpeg
626,['lavender'],['harlequin'],2494655.jpeg
627,['red'],['pinstripe'],2334785.jpeg
628,"['cream', 'red']","['harlequin', 'pin-dashed', 'tailless']",2380945.jpeg
629,['lavender'],"['dalmatian', 'pinstripe']",2321576.jpeg
630,['dark'],['pinstripe'],2340040.jpeg
631,"['lavender', 'yellow']","['pinstripe', 'portholes']",2345861.jpeg
632,['red'],"['dalmatian', 'phantom']",2406768.jpeg
633,"['dark', 'red']",['harlequin'],2180214.jpeg
634,['dark'],['pinstripe'],2513002.jpeg
635,['red'],"['flame', 'portholes', 'fringing', 'kneecaps', 'blushing', 'bi-color']",2549344.jpeg
636,['red'],[],2326679.jpeg
637,['red'],"['pinstripe', 'quad-stripe', 'tiger']",2258787.jpeg
638,['dark'],"['extreme harlequin', 'partial pinstripe', 'kneecaps', 'tri-color']",2413541.jpeg
639,['red'],['patternless'],2320433.jpeg
640,['dark'],"['extreme harlequin', 'tri-color']",2474051.jpeg
641,['red'],"['flame', 'harlequin', 'portholes']",2235250.jpeg
642,['yellow'],"['dalmatian', 'phantom']",2326575.jpeg
643,"['cream', 'dark']",['pinstripe'],1195983.jpeg
644,['dark'],['dalmatian'],2492682.jpeg
645,['yellow'],"['super dalmatian', 'ink spot']",2552371.jpeg
646,['red'],"['lilly white', 'phantom']",2351584.jpeg
647,['yellow'],['dalmatian'],1810622.jpeg
648,['dark'],['harlequin'],2388536.jpeg
649,['dark'],['harlequin'],2388505.jpeg
650,['dark'],"['extreme harlequin', 'drippy']",1809323.jpeg
651,['dark'],"['harlequin', 'pinstripe']",2469113.jpeg
652,['dark'],"['harlequin', 'pinstripe']",2340014.jpeg
653,['red'],['pinstripe'],2542317.jpeg
654,['red'],"['lilly white', 'phantom']",2479769.jpeg
655,['dark'],"['extreme harlequin', 'harlequin', 'lilly white', 'phantom']",2437105.jpeg
656,"['cream', 'red']","['extreme harlequin', 'het phantom', 'snowflake', 'drippy']",1566663.jpeg
657,['dark'],"['extreme harlequin', 'tri-color']",2474189.jpeg
658,"['cream', 'lavender']","['dalmatian', 'harlequin', 'pinstripe', 'tailless']",2239949.jpeg
659,['red'],[],2399531.jpeg
660,['red'],['lilly white'],2308342.jpeg
661,['red'],"['dalmatian', 'phantom']",2526487.jpeg
662,['cream'],"['harlequin', 'pin-dashed', 'portholes']",2055726.jpeg
663,['dark'],['extreme harlequin'],2539777.jpeg
664,['dark'],['partial pinstripe'],2184562.jpeg
665,['yellow'],"['harlequin', 'pin-dashed']",2176250.jpeg
666,['red'],['super dalmatian'],2285476.jpeg
667,['red'],['phantom'],2472790.jpeg
668,['dark'],"['extreme harlequin', 'harlequin', 'pinstripe']",2012893.jpeg
669,['red'],['flame'],2406852.jpeg
670,['yellow'],"['dalmatian', 'tiger']",2553559.jpeg
671,"['cream', 'dark']",[],2308394.jpeg
672,['dark'],['pinstripe'],2477099.jpeg
673,"['cream', 'red']","['extreme harlequin', 'harlequin', 'super dalmatian', 'red spot']",2407068.jpeg
674,['yellow'],"['brindle', 'partial pinstripe', 'pinstripe', 'quad-stripe', 'tiger', 'kneecaps', 'tangerine', 'phantom']",2058783.jpeg
675,['red'],[],1384729.jpeg
676,['dark'],[],2468021.jpeg
677,['dark'],"['brindle', 'harlequin']",2337015.jpeg
678,['yellow'],[],2232016.jpeg
679,['yellow'],['phantom'],2423557.jpeg
680,['red'],"['dalmatian', 'harlequin']",2234906.jpeg
681,['lavender'],"['extreme harlequin', 'harlequin', 'snowflake']",2347324.jpeg
682,['lavender'],[],2499551.jpeg
683,['red'],['patternless'],1630605.jpeg
684,['dark'],['dalmatian'],2492254.jpeg
685,['dark'],['harlequin'],1401651.jpeg
686,['lavender'],['tri-color'],2541830.jpeg
687,['yellow'],['brindle'],2519342.jpeg
688,['dark'],"['extreme harlequin', 'harlequin']",2462970.jpeg
689,['dark'],['pinstripe'],2210539.jpeg
690,['red'],[],2408752.jpeg
691,"['cream', 'dark', 'lavender']","['dalmatian', 'extreme harlequin', 'solid back']",2288824.jpeg
692,['lavender'],"['harlequin', 'pinstripe']",2525228.jpeg
693,['red'],[],2467933.jpeg
694,['yellow'],"['super dalmatian', 'tiger', 'ink spot', 'phantom']",1950501.jpeg
695,['lavender'],"['harlequin', 'drippy']",2332883.jpeg
696,['red'],['dalmatian'],2479744.jpeg
697,['red'],['harlequin'],2354648.jpeg
698,['dark'],"['harlequin', 'tri-color']",2354544.jpeg
699,['red'],['phantom'],2519350.jpeg
700,"['dark', 'red']","['lilly white', 'phantom']",2379554.jpeg
701,"['olive', 'red']","['super dalmatian', 'red spot', 'phantom']",2412436.jpeg
702,['dark'],"['extreme harlequin', 'white out']",2387032.jpeg
703,['yellow'],"['pos brindle', 'blushing']",2308562.jpeg
704,['yellow'],"['super dalmatian', 'ink spot']",2403838.jpeg
705,"['cream', 'dark']",['harlequin'],1759165.jpeg
706,['red'],"['dalmatian', 'phantom']",2553419.jpeg
707,['red'],"['extreme harlequin', 'pinstripe', 'tri-color', 'drippy']",2455252.jpeg
708,['red'],"['extreme harlequin', 'tri-color']",2246613.jpeg
709,"['cream', 'red']",[],2291141.jpeg
710,['red'],"['dalmatian', 'ink spot', 'red spot']",2493910.jpeg
711,['cream'],"['dalmatian', 'harlequin', 'pin-dashed', 'tailless', 'tiger', 'red spot']",2381127.jpeg
712,['yellow'],"['brindle', 'dalmatian']",2409000.jpeg
713,['cream'],"['extreme harlequin', 'harlequin']",2467599.jpeg
714,['red'],['tiger'],2312646.jpeg
715,['cream'],"['dalmatian', 'quad-stripe', 'portholes', 'drippy']",1809330.jpeg
716,['red'],"['dalmatian', 'red spot']",2499268.jpeg
717,['dark'],"['partial pinstripe', 'pin-dashed']",2275739.jpeg
718,['yellow'],"['dalmatian', 'super dalmatian']",2545473.jpeg
719,['dark'],"['pinstripe', 'quad-stripe']",2554580.jpeg
720,['yellow'],['tiger'],2202629.jpeg
721,['red'],[],2462993.jpeg
722,['dark'],"['harlequin', 'tri-color']",2292275.jpeg
723,['yellow'],['dalmatian'],2516115.jpeg
724,['red'],"['pinstripe', 'phantom', 'patternless']",2338489.jpeg
725,['dark'],"['harlequin', 'phantom']",2408234.jpeg
726,['red'],"['partial pinstripe', 'het phantom', 'quad-stripe', 'drippy']",2485412.jpeg
727,['dark'],"['harlequin', 'het phantom']",2525112.jpeg
728,['dark'],"['harlequin', 'portholes', 'drippy']",2204662.jpeg
729,"['dark', 'lavender']","['harlequin', 'snowflake', 'drippy']",2450803.jpeg
730,['cream'],"['dalmatian', 'quad-stripe', 'portholes', 'drippy']",1809337.jpeg
731,['yellow'],"['quad-stripe', 'drippy']",2551384.jpeg
732,"['dark', 'red']","['pin-dashed', 'portholes', 'bi-color', 'phantom']",2381076.jpeg
733,['lavender'],[],2326450.jpeg
734,"['cream', 'dark']",['harlequin'],1759171.jpeg
735,['yellow'],"['brindle', 'dalmatian']",2448306.jpeg
736,['red'],['flame'],2184902.jpeg
737,['dark'],"['harlequin', 'drippy']",2388467.jpeg
738,"['cream', 'dark']",['pinstripe'],2404514.jpeg
739,['red'],"['harlequin', 'het phantom', 'pin-dashed', 'portholes']",2097688.jpeg
740,['red'],['harlequin'],1213990.jpeg
741,"['dark', 'red']",['harlequin'],2180242.jpeg
742,['dark'],['tri-color'],2446280.jpeg
743,"['dark', 'olive']","['extreme harlequin', 'harlequin', 'crowned']",2250073.jpeg
744,['lavender'],['dalmatian'],2475797.jpeg
745,"['dark', 'red']",[],2437204.jpeg
746,['dark'],['harlequin'],2510360.jpeg
747,['red'],[],2472745.jpeg
748,['lavender'],"['dalmatian', 'flame', 'harlequin']",651877.jpeg
749,['red'],"['flame', 'het phantom']",2363413.jpeg
750,"['cream', 'yellow']","['brindle', 'extreme harlequin', 'harlequin']",2193295.jpeg
751,['red'],"['tri-color', 'lilly white']",2539689.jpeg
752,['dark'],"['pinstripe', 'tri-color']",2450215.jpeg
753,['lavender'],['pinstripe'],2353541.jpeg
754,['yellow'],"['dalmatian', 'quad-stripe', 'portholes']",2453128.jpeg
755,['dark'],['tri-color'],2376962.jpeg
756,"['red', 'yellow']",['dalmatian'],2331741.jpeg
757,['dark'],['pinstripe'],2548665.jpeg
758,['dark'],[],2548566.jpeg
759,['yellow'],['pinstripe'],2084181.jpeg
760,['dark'],"['extreme harlequin', 'partial pinstripe', 'pos portholes', 'pos lavender', 'tri-color']",2288967.jpeg
761,['dark'],[],2316183.jpeg
762,['dark'],['flame'],2335599.jpeg
763,['yellow'],"['brindle', 'portholes']",2337564.jpeg
764,['yellow'],[],2395616.jpeg
765,['red'],[],2542268.jpeg
766,['dark'],['quad-stripe'],2426355.jpeg
767,['lavender'],"['dalmatian', 'harlequin', 'partial pinstripe', 'drippy']",2274750.jpeg
768,['red'],['harlequin'],2417346.jpeg
769,['yellow'],"['brindle', 'pinstripe']",2161603.jpeg
770,['red'],"['harlequin', 'pin-dashed', 'pinstripe', 'blushing']",2098679.jpeg
771,['red'],"['brindle', 'dalmatian', 'portholes']",2129405.jpeg
772,['yellow'],['brindle'],2189069.jpeg
773,['dark'],['tri-color'],2362724.jpeg
774,['red'],['harlequin'],2536921.jpeg
775,['lavender'],['quad-stripe'],2510475.jpeg
776,['dark'],['pinstripe'],2559819.jpeg
777,['dark'],"['pos extreme harlequin', 'harlequin']",2346869.jpeg
778,['dark'],"['dalmatian', 'super dalmatian', 'oil spot', 'red spot']",2545150.jpeg
779,['red'],[],2379543.jpeg
780,['red'],"['lilly white', 'phantom']",2379483.jpeg
781,['yellow'],['dalmatian'],2542278.jpeg
782,['red'],"['harlequin', 'pinstripe']",2542288.jpeg
783,"['cream', 'dark']","['partial pinstripe', 'pinstripe']",2551582.jpeg
784,['yellow'],"['dalmatian', 'pinstripe', 'phantom']",1366725.jpeg
785,['lavender'],[],2482358.jpeg
786,['yellow'],"['partial pinstripe', 'portholes']",2382402.jpeg
787,"['cream', 'lavender']","['dalmatian', 'pinstripe', 'quad-stripe', 'fringing', 'kneecaps']",2390680.jpeg
788,['red'],[],2230135.jpeg
789,"['dark', 'red', 'yellow']","['extreme harlequin', 'harlequin', 'tri-color']",2557246.jpeg
