,Traits,Image Name,cream,dark,lavender,olive,red,yellow
339,"['harlequin', 'snowflake', 'fringing', 'kneecaps', 'crowned', 'drippy', 'white tip']",2352699.jpeg,0,0,0,0,1,0
340,['harlequin'],2515120.jpeg,0,1,0,0,0,0
341,"['tri-color', 'phantom']",1641206.jpeg,0,1,0,0,0,0
342,['harlequin'],2670280.jpeg,0,1,0,0,0,0
343,"['pinstripe', 'quad-stripe']",2694946.jpeg,0,0,0,0,0,1
344,"['pinstripe', 'drippy', 'pinstripe', 'drippy']",2643728.jpeg,0,0,0,0,1,1
345,"['harlequin', 'harlequin']",2594557.jpeg,1,1,0,0,0,0
346,"['dalmatian', 'extreme harlequin', 'dalmatian', 'extreme harlequin']",2694814.jpeg,1,0,0,0,1,0
347,[],2221293.jpeg,1,0,0,0,1,0
348,"['harlequin', 'harlequin']",2563471.jpeg,1,1,0,0,0,0
349,['phantom'],2670248.jpeg,0,0,0,0,1,0
350,"['harlequin', 'partial pinstripe', 'pinstripe', 'portholes']",2042209.jpeg,0,1,0,0,0,0
351,"['super dalmatian', 'red spot', 'portholes', 'fringing']",2003338.jpeg,0,0,0,0,1,0
352,['harlequin'],2670007.jpeg,1,0,0,0,0,0
353,[],2594106.jpeg,0,0,0,0,1,0
354,"['extreme harlequin', 'snowflake', 'blonde', 'drippy']",2232693.jpeg,0,0,1,0,0,0
355,"['dalmatian', 'extreme harlequin', 'harlequin', 'pinstripe']",2694098.jpeg,0,0,0,0,1,0
356,"['extreme harlequin', 'harlequin']",2311985.jpeg,0,0,0,0,1,0
357,"['extreme harlequin', 'harlequin', 'snowflake', 'blonde']",2309033.jpeg,0,0,1,0,0,0
358,['extreme harlequin'],2694046.jpeg,1,0,0,0,0,0
359,['harlequin'],2693931.jpeg,0,0,0,0,0,1
360,"['red spot', 'portholes']",2469444.jpeg,0,0,0,0,1,0
361,"['harlequin', 'pinstripe']",1900602.jpeg,0,0,0,0,0,1
362,"['extreme harlequin', 'harlequin', 'extreme harlequin', 'harlequin']",1641190.jpeg,1,0,0,0,0,1
363,[],2675939.jpeg,0,1,0,0,0,0
364,[],2677258.jpeg,0,0,0,0,1,0
365,"['brindle', 'portholes', 'fringing', 'brindle', 'portholes', 'fringing']",2693862.jpeg,0,0,0,1,0,1
366,['pinstripe'],2514028.jpeg,0,1,0,0,0,0
367,['harlequin'],2514020.jpeg,0,1,0,0,0,0
368,"['harlequin', 'harlequin']",2562452.jpeg,1,0,0,0,1,0
369,"['extreme harlequin', 'harlequin', 'pin-dashed', 'snowflake', 'portholes', 'fringing', 'kneecaps']",2329656.jpeg,0,0,1,0,0,0
370,['harlequin'],2472274.jpeg,0,0,0,0,1,0
371,"['extreme harlequin', 'pin-dashed']",2629159.jpeg,0,1,0,0,0,0
372,"['pos portholes', 'patternless']",2041521.jpeg,0,1,0,0,0,0
373,"['dalmatian', 'tiger', 'phantom']",2041512.jpeg,0,0,0,0,0,1
374,['brindle'],2608089.jpeg,0,0,0,0,1,0
375,"['brindle', 'harlequin', 'brindle', 'harlequin']",2402018.jpeg,1,0,0,0,1,0
376,['harlequin'],2693456.jpeg,0,1,0,0,0,0
377,"['harlequin', 'partial pinstripe', 'harlequin', 'partial pinstripe']",2000370.jpeg,1,1,0,0,0,0
378,"['dalmatian', 'harlequin']",2562181.jpeg,0,1,0,0,0,0
379,"['dalmatian', 'pos super dalmatian', 'ink spot']",2250612.jpeg,0,0,0,0,1,0
380,"['dalmatian', 'pinstripe']",2472003.jpeg,0,0,0,0,1,0
381,"['extreme harlequin', 'extreme harlequin']",2479385.jpeg,0,1,0,0,1,0
382,"['extreme harlequin', 'extreme harlequin']",2479389.jpeg,0,1,0,0,1,0
383,"['extreme harlequin', 'extreme harlequin']",2479381.jpeg,0,1,0,0,1,0
384,"['dalmatian', 'flame']",2017092.jpeg,0,1,0,0,0,0
385,"['extreme harlequin', 'harlequin']",2016582.jpeg,0,0,0,0,0,1
386,"['extreme harlequin', 'harlequin', 'extreme harlequin', 'harlequin']",2005000.jpeg,1,0,0,0,0,1
387,[],2469499.jpeg,0,1,0,0,1,0
388,[],2595647.jpeg,0,1,0,0,0,0
389,[],2218089.jpeg,0,1,0,0,0,0
390,['phantom'],2595503.jpeg,0,0,0,0,1,0
391,[],2670033.jpeg,0,1,0,0,0,0
392,[],2675605.jpeg,0,1,0,0,0,0
393,"['harlequin', 'pinstripe', 'pos quad-stripe', 'harlequin', 'pinstripe', 'pos quad-stripe']",2693097.jpeg,1,1,0,0,0,0
394,['dalmatian'],2457760.jpeg,0,0,0,0,1,0
395,"['harlequin', 'pinstripe']",2329129.jpeg,0,0,0,0,1,0
396,[],2561863.jpeg,0,0,0,0,1,0
397,['portholes'],2561854.jpeg,0,0,0,0,1,0
398,['extreme harlequin'],2561840.jpeg,0,0,0,0,1,0
399,"['extreme harlequin', 'harlequin', 'partial pinstripe', 'tri-color']",2692791.jpeg,0,1,0,0,0,0
400,"['dalmatian', 'red spot']",2497717.jpeg,0,0,0,0,1,0
401,"['harlequin', 'partial pinstripe']",2628481.jpeg,0,1,0,0,0,0
402,['dalmatian'],2328931.jpeg,0,0,0,0,1,0
403,['dalmatian'],2328925.jpeg,0,0,0,0,1,0
404,['dalmatian'],2328920.jpeg,0,1,0,0,0,0
405,[],2328905.jpeg,0,1,0,0,0,0
406,"['extreme harlequin', 'white wall', 'drippy', 'extreme harlequin', 'white wall', 'drippy']",2642090.jpeg,1,0,1,0,0,0
407,"['dalmatian', 'extreme harlequin', 'dalmatian', 'extreme harlequin']",2327624.jpeg,1,1,0,0,0,0
408,['dalmatian'],2328885.jpeg,0,0,0,0,1,0
409,[],2457523.jpeg,0,0,0,0,1,0
410,"['extreme harlequin', 'white wall', 'tri-color']",2440209.jpeg,0,1,0,0,0,0
411,['pinstripe'],2178909.jpeg,0,0,0,0,0,1
412,"['dalmatian', 'super dalmatian', 'oil spot']",2634918.jpeg,0,0,0,0,0,1
413,"['dalmatian', 'super dalmatian', 'oil spot']",2634917.jpeg,0,0,0,0,1,0
414,['patternless'],2178854.jpeg,0,0,0,0,1,0
415,"['quad-stripe', 'soft scale', 'phantom']",2294394.jpeg,0,1,0,0,0,0
416,"['dalmatian', 'phantom']",2407445.jpeg,0,0,0,0,1,0
417,"['empty back', 'phantom', 'patternless']",2561396.jpeg,0,0,0,0,1,0
418,[],2692332.jpeg,1,0,0,0,0,0
419,"['dalmatian', 'phantom']",2407446.jpeg,0,0,0,0,1,0
420,"['dalmatian', 'red spot']",2310993.jpeg,0,0,0,0,1,0
421,"['harlequin', 'harlequin']",2246831.jpeg,0,1,0,0,1,0
422,['phantom'],2596776.jpeg,0,0,0,0,1,0
423,['phantom'],1629588.jpeg,0,1,0,0,0,0
424,['harlequin'],2596688.jpeg,1,0,0,0,0,0
425,"['lilly white', 'phantom']",2470986.jpeg,0,0,0,0,0,1
426,"['pinstripe', 'pinstripe']",2194177.jpeg,1,1,0,0,0,0
427,"['extreme harlequin', 'tri-color', 'extreme harlequin', 'tri-color', 'extreme harlequin', 'tri-color']",2104169.jpeg,1,1,0,0,0,1
428,"['extreme harlequin', 'extreme harlequin']",2691936.jpeg,1,1,0,0,0,0
429,"['extreme harlequin', 'harlequin', 'extreme harlequin', 'harlequin']",2691913.jpeg,1,1,0,0,0,0
430,[],2691920.jpeg,0,1,0,0,0,0
431,['phantom'],2691901.jpeg,0,0,0,0,1,0
432,"['extreme harlequin', 'harlequin']",2691893.jpeg,0,1,0,0,0,0
433,"['lilly white', 'phantom']",2449710.jpeg,0,0,0,0,1,0
434,['flame'],2008483.jpeg,0,0,0,0,1,0
435,['pinstripe'],2328352.jpeg,0,0,0,0,0,1
436,['tri-color'],2249499.jpeg,0,0,0,0,1,0
437,"['flame', 'harlequin', 'partial pinstripe', 'fringing', 'kneecaps', 'empty back']",2691826.jpeg,0,0,0,0,1,0
438,"['brindle', 'dalmatian', 'oil spot', 'red spot', 'portholes', 'fringing', 'phantom']",2691812.jpeg,0,0,0,0,1,0
439,['extreme harlequin'],2691754.jpeg,1,0,0,0,0,0
440,['dalmatian'],2182439.jpeg,0,1,0,0,0,0
441,"['harlequin', 'normal']",2142221.jpeg,0,1,0,0,0,0
442,"['extreme harlequin', 'harlequin', 'tri-color']",2142082.jpeg,0,0,0,0,1,0
443,['harlequin'],2021485.jpeg,0,1,0,0,0,0
444,['flame'],2023639.jpeg,0,0,0,0,1,0
445,['phantom'],2216119.jpeg,0,0,0,0,1,0
446,"['mocha', 'phantom']",2022781.jpeg,0,1,0,0,0,0
447,[],2449885.jpeg,0,0,0,0,1,0
448,"['pinstripe', 'white out', 'creamsicle', 'cold fusion', 'pinstripe', 'white out', 'creamsicle', 'cold fusion']",2492328.jpeg,1,0,0,0,1,0
449,"['super dalmatian', 'white out', 'portholes', 'soft scale', 'phantom']",2439314.jpeg,0,1,0,0,0,0
450,"['harlequin', 'tiger']",2337438.jpeg,0,0,0,0,1,0
451,"['harlequin', 'partial pinstripe']",2367621.jpeg,0,0,0,0,0,1
452,"['partial pinstripe', 'pinstripe', 'partial pinstripe', 'pinstripe']",2241071.jpeg,0,1,0,0,1,0
453,['kneecaps'],2691593.jpeg,0,0,0,0,1,0
454,['dalmatian'],2439178.jpeg,0,0,0,0,1,0
455,['harlequin'],2185791.jpeg,0,0,0,0,1,0
456,[],2691504.jpeg,0,1,0,0,0,0
457,"['dalmatian', 'phantom']",2691472.jpeg,0,0,0,0,1,0
458,"['harlequin', 'pin-dashed', 'tri-color']",2176440.jpeg,0,0,1,0,0,0
459,"['dalmatian', 'pinstripe']",2307139.jpeg,0,1,0,0,0,0
460,['dalmatian'],1922611.jpeg,0,1,0,0,0,0
461,"['harlequin', 'pinstripe']",2184940.jpeg,0,1,0,0,0,0
462,"['extreme harlequin', 'partial pinstripe', 'furred']",1950443.jpeg,0,1,0,0,0,0
463,"['extreme harlequin', 'pinstripe', 'extreme harlequin', 'pinstripe']",2402160.jpeg,1,0,0,0,1,0
464,['harlequin'],2274949.jpeg,0,0,0,0,1,0
465,['harlequin'],2387759.jpeg,0,0,1,0,0,0
466,"['fringing', 'kneecaps', 'tri-color']",2468430.jpeg,0,0,0,0,1,0
467,['harlequin'],2411847.jpeg,0,0,1,0,0,0
468,"['harlequin', 'tri-color']",2510391.jpeg,0,1,0,0,0,0
469,['dalmatian'],2456494.jpeg,0,0,0,0,1,0
470,[],2308372.jpeg,0,1,0,0,0,0
471,['harlequin'],2522861.jpeg,0,0,0,0,1,0
472,['pinstripe'],2512990.jpeg,0,0,0,0,0,1
473,"['dalmatian', 'super dalmatian', 'red spot']",2510741.jpeg,0,0,0,0,1,0
474,"['dalmatian', 'tiger', 'ink spot']",2510451.jpeg,0,0,0,0,0,1
475,"['harlequin', 'portholes', 'tangerine']",2502294.jpeg,0,0,0,0,1,0
476,"['harlequin', 'partial pinstripe']",2501970.jpeg,0,0,0,0,1,0
477,"['pinstripe', 'tailless', 'pinstripe', 'tailless']",2477071.jpeg,0,1,0,0,1,0
478,[],2471066.jpeg,0,0,0,0,1,0
479,['dalmatian'],2466820.jpeg,0,0,0,0,1,0
480,['harlequin'],2466931.jpeg,0,1,0,0,0,0
481,['harlequin'],2460988.jpeg,0,0,1,0,0,0
482,[],2457223.jpeg,1,0,0,0,0,1
483,['harlequin'],2388532.jpeg,0,1,0,0,0,0
484,['dalmatian'],2318109.jpeg,0,0,0,0,1,0
485,"['dalmatian', 'dalmatian']",2253334.jpeg,1,0,0,0,0,1
486,"['dalmatian', 'super dalmatian', 'ink spot', 'cluster spots']",2206812.jpeg,0,0,0,0,1,0
487,['pinstripe'],2189095.jpeg,0,1,0,0,0,0
488,"['harlequin', 'harlequin']",2180251.jpeg,0,1,0,0,1,0
489,['harlequin'],636243.jpeg,0,0,0,0,0,1
490,"['harlequin', 'tri-color']",1622653.jpeg,0,0,0,0,1,0
491,"['pinstripe', 'pinstripe', 'pinstripe']",1186462.jpeg,1,0,0,0,1,1
492,['dalmatian'],1995171.jpeg,0,0,0,0,1,0
493,['pinstripe'],1221056.jpeg,0,0,0,0,1,0
494,"['extreme harlequin', 'drippy', 'extreme harlequin', 'drippy']",1861638.jpeg,1,0,0,0,1,0
495,"['flame', 'portholes']",1920484.jpeg,0,0,0,0,1,0
496,"['pinstripe', 'quad-stripe']",2055710.jpeg,0,1,0,0,0,0
497,"['harlequin', 'portholes']",2015527.jpeg,0,0,0,0,1,0
498,['harlequin'],1970831.jpeg,0,0,1,0,0,0
499,['harlequin'],1970435.jpeg,0,1,0,0,0,0
500,[],2111735.jpeg,1,0,0,0,0,0
501,"['pinstripe', 'reverse pinstripe']",2134619.jpeg,0,0,0,0,0,1
502,['harlequin'],1611580.jpeg,0,0,1,0,0,0
503,"['harlequin', 'tailless', 'tipped crests', 'tri-color']",1600664.jpeg,0,1,0,0,0,0
504,['pinstripe'],1188527.jpeg,0,1,0,0,0,0
505,['dalmatian'],1971198.jpeg,0,0,0,0,0,1
506,"['pinstripe', 'quad-stripe']",1222377.jpeg,0,0,1,0,0,0
507,"['extreme harlequin', 'tri-color']",1412354.jpeg,0,0,0,0,0,1
508,['pinstripe'],1219616.jpeg,1,0,0,0,0,0
509,['harlequin'],1371929.jpeg,0,1,0,0,0,0
510,"['dalmatian', 'quad-stripe', 'portholes']",1809332.jpeg,1,0,0,0,0,0
511,"['dalmatian', 'ink spot', 'red spot']",1849938.jpeg,0,0,0,0,1,0
512,['phantom'],2108894.jpeg,0,0,0,0,1,0
513,"['tiger', 'white wall', 'creamsicle', 'tiger', 'white wall', 'creamsicle', 'tiger', 'white wall', 'creamsicle']",1127768.jpeg,1,0,0,0,1,1
514,['portholes'],2153970.jpeg,0,0,0,0,1,0
515,['partial pinstripe'],1219660.jpeg,0,0,0,0,1,0
516,"['harlequin', 'pinstripe']",1702095.jpeg,0,1,0,0,0,0
517,[],1467037.jpeg,0,0,1,0,0,0
518,"['bold stripe tigers', 'dalmatian', 'super dalmatian', 'tiger']",2057419.jpeg,0,0,0,0,1,0
519,['ink spot'],2112991.jpeg,0,0,0,0,1,0
520,['harlequin'],1924489.jpeg,0,0,0,0,1,0
521,['pinstripe'],1224032.jpeg,1,0,0,0,0,0
522,"['extreme harlequin', 'harlequin', 'extreme harlequin', 'harlequin']",1913470.jpeg,1,0,1,0,0,0
523,"['pinstripe', 'quad-stripe']",1222297.jpeg,1,0,0,0,0,0
524,['brindle'],1078107.jpeg,0,0,0,0,0,1
525,"['harlequin', 'pos solid back', 'tri-color', 'harlequin', 'pos solid back', 'tri-color']",2458452.jpeg,1,1,0,0,0,0
526,"['lilly white', 'phantom']",2012445.jpeg,0,0,0,0,1,0
527,['harlequin'],2506258.jpeg,0,0,0,0,1,0
528,"['dalmatian', 'harlequin']",1763552.jpeg,0,0,0,0,1,0
529,"['harlequin', 'tailless']",1108728.jpeg,0,0,0,0,0,1
530,['pinstripe'],1613193.jpeg,0,1,0,0,0,0
531,['harlequin'],845100.jpeg,0,0,0,0,0,1
532,"['extreme harlequin', 'drippy']",1163354.jpeg,0,0,0,0,1,0
533,"['dalmatian', 'peppered', 'super dalmatian', 'red spot']",2131284.jpeg,0,0,0,0,1,0
534,['harlequin'],1618798.jpeg,0,1,0,0,0,0
535,"['harlequin', 'white tip']",992460.jpeg,0,0,1,0,0,0
536,"['harlequin', 'pinstripe']",1729798.jpeg,0,0,0,0,1,0
537,"['extreme harlequin', 'harlequin', 'tri-color']",1400325.jpeg,0,0,0,0,1,0
538,['tri-color'],2111766.jpeg,0,0,0,0,1,0
539,"['crowned', 'bi-color']",2015543.jpeg,0,0,0,0,1,0
540,"['extreme harlequin', 'harlequin', 'pinstripe', 'tipped crests']",1819068.jpeg,0,1,0,0,0,0
541,['harlequin'],950977.jpeg,1,0,0,0,0,0
542,['lilly white'],2342499.jpeg,0,0,0,0,1,0
543,"['het phantom', 'pinstripe', 'quad-stripe', 'kneecaps']",2058773.jpeg,0,0,1,0,0,0
544,"['dalmatian', 'extreme harlequin']",2321535.jpeg,0,0,0,0,0,1
545,['portholes'],2206540.jpeg,0,0,0,0,1,0
546,"['extreme harlequin', 'pinstripe', 'bi-color', 'extreme harlequin', 'pinstripe', 'bi-color']",2342564.jpeg,1,0,0,0,1,0
547,['harlequin'],2381254.jpeg,0,0,1,0,0,0
548,['lilly white'],2319550.jpeg,0,0,0,0,1,0
549,"['pos dalmatian', 'pos dalmatian']",2362706.jpeg,1,1,0,0,0,0
550,['super dalmatian'],1401586.jpeg,0,0,0,0,0,1
551,"['portholes', 'fringing', 'blushing', 'tri-color']",1163526.jpeg,0,1,0,0,0,0
552,['dalmatian'],2353199.jpeg,0,0,0,0,0,1
553,"['dalmatian', 'red spot']",2275721.jpeg,0,0,0,0,1,0
554,[],2216677.jpeg,0,0,0,0,0,1
555,[],1944361.jpeg,0,0,0,0,1,0
556,"['extreme harlequin', 'harlequin', 'portholes']",1636378.jpeg,0,0,0,0,0,1
557,"['lilly white', 'phantom']",2336570.jpeg,0,0,0,0,1,0
558,"['brindle', 'tiger', 'portholes']",2278321.jpeg,0,1,0,0,0,0
559,[],2253470.jpeg,0,1,0,0,0,0
560,"['harlequin', 'partial pinstripe', 'kneecaps']",2059659.jpeg,0,0,1,0,0,0
561,"['extreme harlequin', 'harlequin', 'drippy', 'extreme harlequin', 'harlequin', 'drippy']",1185642.jpeg,1,0,0,0,1,0
562,"['dalmatian', 'phantom']",2326560.jpeg,0,0,0,0,0,1
563,"['tiger', 'phantom']",1459011.jpeg,0,0,0,0,0,1
564,"['harlequin', 'pinstripe']",2340028.jpeg,0,1,0,0,0,0
565,"['extreme harlequin', 'harlequin', 'extreme harlequin', 'harlequin']",2180230.jpeg,0,1,0,0,1,0
566,"['dalmatian', 'red spot', 'dalmatian', 'red spot']",2345417.jpeg,1,1,0,0,0,0
567,['dalmatian'],2308382.jpeg,0,0,0,0,1,0
568,"['harlequin', 'harlequin']",2180379.jpeg,0,1,0,0,1,0
569,"['harlequin', 'partial pinstripe', 'kneecaps', 'tri-color']",2053931.jpeg,0,0,1,0,0,0
570,"['dalmatian', 'pinstripe', 'portholes', 'empty back', 'phantom']",2369961.jpeg,0,0,0,0,1,0
571,"['reverse pinstripe', 'phantom']",2343781.jpeg,0,0,0,0,0,1
572,"['dalmatian', 'harlequin', 'dalmatian', 'harlequin', 'dalmatian', 'harlequin']",2321423.jpeg,1,1,0,0,1,0
573,"['dalmatian', 'quad-stripe', 'portholes']",1809334.jpeg,1,0,0,0,0,0
574,"['dalmatian', 'tiger']",1957176.jpeg,0,1,0,0,0,0
575,"['harlequin', 'partial pinstripe', 'harlequin', 'partial pinstripe']",2379653.jpeg,0,0,1,0,1,0
576,['tri-color'],2285432.jpeg,0,0,1,0,0,0
577,"['quad-stripe', 'drippy']",1587511.jpeg,0,0,0,0,1,0
578,"['dalmatian', 'red spot', 'cluster spots']",2206527.jpeg,0,0,0,0,1,0
579,['tri-color'],2264924.jpeg,0,0,0,0,0,1
580,"['brindle', 'phantom']",2475511.jpeg,0,0,0,0,0,1
581,"['portholes', 'phantom', 'patternless']",2339947.jpeg,0,0,0,0,1,0
582,"['partial pinstripe', 'lilly white', 'phantom']",2317217.jpeg,0,0,0,0,1,0
583,['harlequin'],2336575.jpeg,0,0,0,0,1,0
584,[],2281076.jpeg,0,0,0,0,0,1
585,"['extreme harlequin', 'pinstripe']",2338481.jpeg,0,0,0,0,1,0
586,"['dalmatian', 'super dalmatian', 'ink spot', 'red spot']",2331632.jpeg,0,0,0,0,1,0
587,"['dalmatian', 'empty back', 'phantom']",2356274.jpeg,0,0,0,0,0,1
588,[],2331304.jpeg,1,0,0,0,1,0
589,['harlequin'],2185446.jpeg,0,0,0,0,1,0
590,['pinstripe'],2370934.jpeg,0,1,0,0,0,0
591,"['pos extreme harlequin', 'harlequin', 'drippy', 'pos extreme harlequin', 'harlequin', 'drippy']",2203202.jpeg,1,0,1,0,0,0
592,"['pinstripe', 'tri-color']",2361835.jpeg,0,0,0,0,1,0
593,"['harlequin', 'tailless', 'blushing', 'harlequin', 'tailless', 'blushing']",2381000.jpeg,1,0,0,0,1,0
594,['dalmatian'],2362727.jpeg,0,0,0,0,1,0
595,[],2438241.jpeg,0,0,0,0,1,0
596,['tri-color'],2176094.jpeg,0,0,0,0,1,0
597,['pinstripe'],2216369.jpeg,0,1,0,0,0,0
598,['dalmatian'],2332702.jpeg,1,0,0,0,0,0
599,['harlequin'],2326586.jpeg,0,0,1,0,0,0
600,[],2218640.jpeg,1,0,0,0,0,0
601,['flame'],2457915.jpeg,0,0,0,0,1,0
602,"['dalmatian', 'harlequin']",2234786.jpeg,0,0,0,0,1,0
603,['harlequin'],2185398.jpeg,0,1,0,0,0,0
604,['tri-color'],2361797.jpeg,0,0,0,0,0,1
605,['harlequin'],2074753.jpeg,0,1,0,0,0,0
606,"['extreme harlequin', 'pinstripe']",2507828.jpeg,0,0,0,0,1,0
607,['harlequin'],2494941.jpeg,0,0,1,0,0,0
608,['portholes'],2502027.jpeg,0,0,0,0,1,0
609,[],2185438.jpeg,1,1,0,0,0,0
610,['tri-color'],2332841.jpeg,0,0,0,0,1,0
611,['extreme harlequin'],2271111.jpeg,0,1,0,0,0,0
612,['phantom'],2490381.jpeg,0,0,0,0,1,0
613,['brindle'],2291133.jpeg,1,0,0,0,0,0
614,['quad-stripe'],2451150.jpeg,0,0,0,0,0,1
615,"['pinstripe', 'pinstripe']",2488766.jpeg,1,0,0,0,1,0
616,['tiger'],2312599.jpeg,0,0,0,0,1,0
617,"['harlequin', 'pinstripe']",2431228.jpeg,0,1,0,0,0,0
618,[],2421620.jpeg,0,0,0,0,1,0
619,['pinstripe'],2391633.jpeg,0,0,1,0,0,0
620,"['tailless', 'portholes', 'soft scale', 'phantom']",2402068.jpeg,0,0,0,0,1,0
621,"['flame', 'het phantom']",2363380.jpeg,0,1,0,0,0,0
622,['harlequin'],2338059.jpeg,0,0,0,0,1,0
623,"['harlequin', 'harlequin']",2206590.jpeg,0,1,1,0,0,0
624,['harlequin'],2442054.jpeg,0,1,0,0,0,0
625,[],2218349.jpeg,0,1,0,0,0,0
626,['harlequin'],2494655.jpeg,0,0,1,0,0,0
627,['pinstripe'],2334785.jpeg,0,0,0,0,1,0
628,"['harlequin', 'pin-dashed', 'tailless', 'harlequin', 'pin-dashed', 'tailless']",2380945.jpeg,1,0,0,0,1,0
629,"['dalmatian', 'pinstripe']",2321576.jpeg,0,0,1,0,0,0
630,['pinstripe'],2340040.jpeg,0,1,0,0,0,0
631,"['pinstripe', 'portholes', 'pinstripe', 'portholes']",2345861.jpeg,0,0,1,0,0,1
632,"['dalmatian', 'phantom']",2406768.jpeg,0,0,0,0,1,0
633,"['harlequin', 'harlequin']",2180214.jpeg,0,1,0,0,1,0
634,['pinstripe'],2513002.jpeg,0,1,0,0,0,0
635,"['flame', 'portholes', 'fringing', 'kneecaps', 'blushing', 'bi-color']",2549344.jpeg,0,0,0,0,1,0
636,[],2326679.jpeg,0,0,0,0,1,0
637,"['pinstripe', 'quad-stripe', 'tiger']",2258787.jpeg,0,0,0,0,1,0
638,"['extreme harlequin', 'partial pinstripe', 'kneecaps', 'tri-color']",2413541.jpeg,0,1,0,0,0,0
639,['patternless'],2320433.jpeg,0,0,0,0,1,0
640,"['extreme harlequin', 'tri-color']",2474051.jpeg,0,1,0,0,0,0
641,"['flame', 'harlequin', 'portholes']",2235250.jpeg,0,0,0,0,1,0
642,"['dalmatian', 'phantom']",2326575.jpeg,0,0,0,0,0,1
643,"['pinstripe', 'pinstripe']",1195983.jpeg,1,1,0,0,0,0
644,['dalmatian'],2492682.jpeg,0,1,0,0,0,0
645,"['super dalmatian', 'ink spot']",2552371.jpeg,0,0,0,0,0,1
646,"['lilly white', 'phantom']",2351584.jpeg,0,0,0,0,1,0
647,['dalmatian'],1810622.jpeg,0,0,0,0,0,1
648,['harlequin'],2388536.jpeg,0,1,0,0,0,0
649,['harlequin'],2388505.jpeg,0,1,0,0,0,0
650,"['extreme harlequin', 'drippy']",1809323.jpeg,0,1,0,0,0,0
651,"['harlequin', 'pinstripe']",2469113.jpeg,0,1,0,0,0,0
652,"['harlequin', 'pinstripe']",2340014.jpeg,0,1,0,0,0,0
653,['pinstripe'],2542317.jpeg,0,0,0,0,1,0
654,"['lilly white', 'phantom']",2479769.jpeg,0,0,0,0,1,0
655,"['extreme harlequin', 'harlequin', 'lilly white', 'phantom']",2437105.jpeg,0,1,0,0,0,0
656,"['extreme harlequin', 'het phantom', 'snowflake', 'drippy', 'extreme harlequin', 'het phantom', 'snowflake', 'drippy']",1566663.jpeg,1,0,0,0,1,0
657,"['extreme harlequin', 'tri-color']",2474189.jpeg,0,1,0,0,0,0
658,"['dalmatian', 'harlequin', 'pinstripe', 'tailless', 'dalmatian', 'harlequin', 'pinstripe', 'tailless']",2239949.jpeg,1,0,1,0,0,0
659,[],2399531.jpeg,0,0,0,0,1,0
660,['lilly white'],2308342.jpeg,0,0,0,0,1,0
661,"['dalmatian', 'phantom']",2526487.jpeg,0,0,0,0,1,0
662,"['harlequin', 'pin-dashed', 'portholes']",2055726.jpeg,1,0,0,0,0,0
663,['extreme harlequin'],2539777.jpeg,0,1,0,0,0,0
664,['partial pinstripe'],2184562.jpeg,0,1,0,0,0,0
665,"['harlequin', 'pin-dashed']",2176250.jpeg,0,0,0,0,0,1
666,['super dalmatian'],2285476.jpeg,0,0,0,0,1,0
667,['phantom'],2472790.jpeg,0,0,0,0,1,0
668,"['extreme harlequin', 'harlequin', 'pinstripe']",2012893.jpeg,0,1,0,0,0,0
669,['flame'],2406852.jpeg,0,0,0,0,1,0
670,"['dalmatian', 'tiger']",2553559.jpeg,0,0,0,0,0,1
671,[],2308394.jpeg,1,1,0,0,0,0
672,['pinstripe'],2477099.jpeg,0,1,0,0,0,0
673,"['extreme harlequin', 'harlequin', 'super dalmatian', 'red spot', 'extreme harlequin', 'harlequin', 'super dalmatian', 'red spot']",2407068.jpeg,1,0,0,0,1,0
674,"['brindle', 'partial pinstripe', 'pinstripe', 'quad-stripe', 'tiger', 'kneecaps', 'tangerine', 'phantom']",2058783.jpeg,0,0,0,0,0,1
675,[],1384729.jpeg,0,0,0,0,1,0
676,[],2468021.jpeg,0,1,0,0,0,0
677,"['brindle', 'harlequin']",2337015.jpeg,0,1,0,0,0,0
678,[],2232016.jpeg,0,0,0,0,0,1
679,['phantom'],2423557.jpeg,0,0,0,0,0,1
680,"['dalmatian', 'harlequin']",2234906.jpeg,0,0,0,0,1,0
681,"['extreme harlequin', 'harlequin', 'snowflake']",2347324.jpeg,0,0,1,0,0,0
682,[],2499551.jpeg,0,0,1,0,0,0
683,['patternless'],1630605.jpeg,0,0,0,0,1,0
684,['dalmatian'],2492254.jpeg,0,1,0,0,0,0
685,['harlequin'],1401651.jpeg,0,1,0,0,0,0
686,['tri-color'],2541830.jpeg,0,0,1,0,0,0
687,['brindle'],2519342.jpeg,0,0,0,0,0,1
688,"['extreme harlequin', 'harlequin']",2462970.jpeg,0,1,0,0,0,0
689,['pinstripe'],2210539.jpeg,0,1,0,0,0,0
690,[],2408752.jpeg,0,0,0,0,1,0
691,"['dalmatian', 'extreme harlequin', 'solid back', 'dalmatian', 'extreme harlequin', 'solid back', 'dalmatian', 'extreme harlequin', 'solid back']",2288824.jpeg,1,1,1,0,0,0
692,"['harlequin', 'pinstripe']",2525228.jpeg,0,0,1,0,0,0
693,[],2467933.jpeg,0,0,0,0,1,0
694,"['super dalmatian', 'tiger', 'ink spot', 'phantom']",1950501.jpeg,0,0,0,0,0,1
695,"['harlequin', 'drippy']",2332883.jpeg,0,0,1,0,0,0
696,['dalmatian'],2479744.jpeg,0,0,0,0,1,0
